/beatles/The Beatles/Abbey_Road/15_Carry_That_Weight.mp3::/beatles/the_beatles/Abbey_Road/15_Carry_That_Weight.lab
/beatles/The Beatles/Abbey_Road/02_Something.mp3::/beatles/the_beatles/Abbey_Road/02_Something.lab
/beatles/The Beatles/Abbey_Road/03_Maxwell's_Silver_Hammer.mp3::/beatles/the_beatles/Abbey_Road/03_Maxwell's_Silver_Hammer.lab
/beatles/The Beatles/Abbey_Road/12_Polythene_Pam.mp3::/beatles/the_beatles/Abbey_Road/12_Polythene_Pam.lab
/beatles/The Beatles/Abbey_Road/01_Come_Together.mp3::/beatles/the_beatles/Abbey_Road/01_Come_Together.lab
/beatles/The Beatles/Abbey_Road/14_Golden_Slumbers.mp3::/beatles/the_beatles/Abbey_Road/14_Golden_Slumbers.lab
/beatles/The Beatles/Abbey_Road/05_Octopus's_Garden.mp3::/beatles/the_beatles/Abbey_Road/05_Octopus's_Garden.lab
/beatles/The Beatles/Abbey_Road/10_Sun_King.mp3::/beatles/the_beatles/Abbey_Road/10_Sun_King.lab
/beatles/The Beatles/Abbey_Road/04_Oh!_Darling.mp3::/beatles/the_beatles/Abbey_Road/04_Oh!_Darling.lab
/beatles/The Beatles/Abbey_Road/16_The_End.mp3::/beatles/the_beatles/Abbey_Road/16_The_End.lab
/beatles/The Beatles/Abbey_Road/11_Mean_Mr_Mustard.mp3::/beatles/the_beatles/Abbey_Road/11_Mean_Mr_Mustard.lab
/beatles/The Beatles/Abbey_Road/09_You_Never_Give_Me_Your_Money.mp3::/beatles/the_beatles/Abbey_Road/09_You_Never_Give_Me_Your_Money.lab
/beatles/The Beatles/Abbey_Road/13_She_Came_In_Through_The_Bathroom_Window.mp3::/beatles/the_beatles/Abbey_Road/13_She_Came_In_Through_The_Bathroom_Window.lab
/beatles/The Beatles/Abbey_Road/07_Here_Comes_The_Sun.mp3::/beatles/the_beatles/Abbey_Road/07_Here_Comes_The_Sun.lab
/beatles/The Beatles/Abbey_Road/17_Her_Majesty.mp3::/beatles/the_beatles/Abbey_Road/17_Her_Majesty.lab
/beatles/The Beatles/Abbey_Road/08_Because.mp3::/beatles/the_beatles/Abbey_Road/08_Because.lab
/beatles/The Beatles/Rubber_Soul/12_Wait.mp3::/beatles/the_beatles/Rubber_Soul/12_Wait.lab
/beatles/The Beatles/Rubber_Soul/10_I'm_Looking_Through_You.mp3::/beatles/the_beatles/Rubber_Soul/10_I'm_Looking_Through_You.lab
/beatles/The Beatles/Rubber_Soul/01_Drive_My_Car.mp3::/beatles/the_beatles/Rubber_Soul/01_Drive_My_Car.lab
